,id,name,nameWithOwner,stargazers.totalCount
271,MDEwOlJlcG9zaXRvcnkzNzQ0ODQ1MQ==,mattermost-server,mattermost/mattermost-server,22458
272,MDEwOlJlcG9zaXRvcnkxNjU4NzI4Mw==,xgboost,dmlc/xgboost,22433
273,MDEwOlJlcG9zaXRvcnkzMDg3NzA=,devise,heartcombo/devise,22342
274,MDEwOlJlcG9zaXRvcnk2OTM0Mzk1,rocksdb,facebook/rocksdb,22215
275,MDEwOlJlcG9zaXRvcnk2NzcwOTgwOA==,react-native-elements,react-native-elements/react-native-elements,22220
276,MDEwOlJlcG9zaXRvcnkyOTkwMTky,Signal-Android,signalapp/Signal-Android,22210
277,MDEwOlJlcG9zaXRvcnkxODAxODI5,ember.js,emberjs/ember.js,22158
278,MDEwOlJlcG9zaXRvcnk3MjEyNjQ1,spacemacs,syl20bnr/spacemacs,22145
279,MDEwOlJlcG9zaXRvcnkxMDI5NzM2NDY=,fastai,fastai/fastai,22110
280,MDEwOlJlcG9zaXRvcnkxMzU3Nzk2,emscripten,emscripten-core/emscripten,22058
281,MDEwOlJlcG9zaXRvcnkzMzU2OTEzNQ==,RxSwift,ReactiveX/RxSwift,22032
282,MDEwOlJlcG9zaXRvcnkxMzc0NTE0MDM=,nacos,alibaba/nacos,21930
283,MDEwOlJlcG9zaXRvcnkxNjMzODczMzc=,seata,seata/seata,21891
284,MDEwOlJlcG9zaXRvcnkxMDg1MTgyMA==,ramda,ramda/ramda,21865
285,MDEwOlJlcG9zaXRvcnkyMDU1OTY1,swagger-ui,swagger-api/swagger-ui,21829
286,MDEwOlJlcG9zaXRvcnkyMTY5NjMwMg==,awesome-swift,matteocrippa/awesome-swift,21811
287,MDEwOlJlcG9zaXRvcnkxOTMyMTU1NTQ=,n8n,n8n-io/n8n,21796
288,MDEwOlJlcG9zaXRvcnk1NTMyMzIw,polymer,Polymer/polymer,21778
289,MDEwOlJlcG9zaXRvcnkxOTI5MjU4MzM=,prisma,prisma/prisma,21733
290,MDEwOlJlcG9zaXRvcnkyNTg4MDg5MQ==,flow,facebook/flow,21702
291,MDEwOlJlcG9zaXRvcnkxNjQxNDA3NTY=,Files,files-community/Files,21652
292,MDEwOlJlcG9zaXRvcnkxNDIwMDUz,guzzle,guzzle/guzzle,21671
293,MDEwOlJlcG9zaXRvcnkyMjExMjQz,kafka,apache/kafka,21579
294,MDEwOlJlcG9zaXRvcnk1MjExMzkyMQ==,draft-js,facebook/draft-js,21572
295,MDEwOlJlcG9zaXRvcnk0OTkxMDA5NQ==,vapor,vapor/vapor,21539
296,MDEwOlJlcG9zaXRvcnkzNTY0MDIyOQ==,rollup,rollup/rollup,21452
297,MDEwOlJlcG9zaXRvcnk0MzcyMzE2MQ==,helm,helm/helm,21450
298,MDEwOlJlcG9zaXRvcnk3MTI1MzA=,fabric.js,fabricjs/fabric.js,21441
299,MDEwOlJlcG9zaXRvcnkxMTUxMTAxODE=,swc,swc-project/swc,21429
300,MDEwOlJlcG9zaXRvcnkxMDgxMTA=,mongo,mongodb/mongo,21421
301,MDEwOlJlcG9zaXRvcnk1OTIzOTM0Nw==,portainer,portainer/portainer,21275
302,MDEwOlJlcG9zaXRvcnkxNDUxMzUy,mocha,mochajs/mocha,21265
303,MDEwOlJlcG9zaXRvcnkzMTQ5MjQ5MA==,NativeScript,NativeScript/NativeScript,21068
304,MDEwOlJlcG9zaXRvcnk4MDE0OTI2Mg==,react-navigation,react-navigation/react-navigation,21031
305,MDEwOlJlcG9zaXRvcnkzMzkwMjQz,servo,servo/servo,20926
306,MDEwOlJlcG9zaXRvcnk0MzY5NTQ3NA==,quasar,quasarframework/quasar,20900
307,MDEwOlJlcG9zaXRvcnkxMzkyNjQwNA==,redash,getredash/redash,20824
308,MDEwOlJlcG9zaXRvcnkxMTQ0NjYxNDU=,yew,yewstack/yew,20632
309,MDEwOlJlcG9zaXRvcnkxNTQ4MDA2Nw==,react-bootstrap,react-bootstrap/react-bootstrap,20596
310,MDEwOlJlcG9zaXRvcnkxMDI1NzgzNDU=,lede,coolsnowwolf/lede,20585
311,MDEwOlJlcG9zaXRvcnkzMDE3NDI=,tornado,tornadoweb/tornado,20486
312,MDEwOlJlcG9zaXRvcnk5NjI0NjE3MA==,apollo,ApolloAuto/apollo,20463
313,MDEwOlJlcG9zaXRvcnk1Njg5OTI4NA==,insomnia,Kong/insomnia,20440
314,MDEwOlJlcG9zaXRvcnkxMTA2MTc3Mw==,eslint,eslint/eslint,20325
315,MDEwOlJlcG9zaXRvcnkxMjgyMzcxNDY=,vuepress,vuejs/vuepress,20172
316,MDEwOlJlcG9zaXRvcnkxODAxOTA4NTQ=,appwrite,appwrite/appwrite,20272
317,MDEwOlJlcG9zaXRvcnk5MDg2MDc=,numpy,numpy/numpy,20062
318,MDEwOlJlcG9zaXRvcnkxMjM0NzE0,elixir,elixir-lang/elixir,20023
319,MDEwOlJlcG9zaXRvcnkzNjA2NjI0,ReactiveCocoa,ReactiveCocoa/ReactiveCocoa,19984
320,MDEwOlJlcG9zaXRvcnkzNDg2NDQwMg==,incubator-mxnet,apache/incubator-mxnet,19932
321,MDEwOlJlcG9zaXRvcnk1MzczNTUx,libgdx,libgdx/libgdx,19818
322,MDEwOlJlcG9zaXRvcnk3MTkzMjM0OQ==,ray,ray-project/ray,19783
323,MDEwOlJlcG9zaXRvcnkxNzI3NDEwNzM=,snowpack,withastro/snowpack,19771
324,MDEwOlJlcG9zaXRvcnkxMjEzMjI1,highlight.js,highlightjs/highlight.js,19769
325,MDEwOlJlcG9zaXRvcnkxMTYxNjc3MzE=,yuzu,yuzu-emu/yuzu,19726
326,MDEwOlJlcG9zaXRvcnkyNjgyMDc5OA==,ava,avajs/ava,19722
327,MDEwOlJlcG9zaXRvcnkyNjIyOTYxMjI=,PaddleOCR,PaddlePaddle/PaddleOCR,19668
328,MDEwOlJlcG9zaXRvcnkxMzU1MTYyNzA=,k3s,k3s-io/k3s,19609
329,MDEwOlJlcG9zaXRvcnk0MjQ1NTkzNA==,xstate,statelyai/xstate,19470
330,MDEwOlJlcG9zaXRvcnk4ODcxNzIxNQ==,vant,youzan/vant,19426
331,MDEwOlJlcG9zaXRvcnkxMzc1MzYzNg==,generator-jhipster,jhipster/generator-jhipster,19419
332,MDEwOlJlcG9zaXRvcnk1MDYwMzg0Ng==,parse-server,parse-community/parse-server,19374
333,MDEwOlJlcG9zaXRvcnk2NTIxNDE5MQ==,envoy,envoyproxy/envoy,19295
334,MDEwOlJlcG9zaXRvcnkzNTgxMDE3NA==,electron-react-boilerplate,electron-react-boilerplate/electron-react-boilerplate,19281
335,MDEwOlJlcG9zaXRvcnk2MDI3MzcwNA==,DeepSpeech,mozilla/DeepSpeech,19317
336,MDEwOlJlcG9zaXRvcnk2MzIyNjU4OA==,react-admin,marmelab/react-admin,19279
337,MDEwOlJlcG9zaXRvcnkxMjc3NjkyMzE=,RSSHub,DIYgod/RSSHub,19219
338,MDEwOlJlcG9zaXRvcnkxNDgxMjczOQ==,libuv,libuv/libuv,19201
339,MDEwOlJlcG9zaXRvcnkyMDgxODEyNg==,ExoPlayer,google/ExoPlayer,19149
340,MDEwOlJlcG9zaXRvcnkxMjMzMDM0MDI=,poetry,python-poetry/poetry,19111
341,MDEwOlJlcG9zaXRvcnkzNjIzMDUw,homebrew-cask,Homebrew/homebrew-cask,19059
342,MDEwOlJlcG9zaXRvcnk0NTcyMTAxMQ==,skywalking,apache/skywalking,19020
343,MDEwOlJlcG9zaXRvcnk1Mzg3NDY=,ruby,ruby/ruby,19017
344,MDEwOlJlcG9zaXRvcnkxODQ0NjA=,celery,celery/celery,19010
345,MDEwOlJlcG9zaXRvcnkxNjAwODM3OTU=,serenity,SerenityOS/serenity,18996
346,MDEwOlJlcG9zaXRvcnkxNDU2NzAyMzQ=,mmdetection,open-mmlab/mmdetection,18991
347,MDEwOlJlcG9zaXRvcnk3MzY0ODY3OA==,forem,forem/forem,18922
348,MDEwOlJlcG9zaXRvcnk2MzQ3NzYxMg==,C-Plus-Plus,TheAlgorithms/C-Plus-Plus,18881
349,MDEwOlJlcG9zaXRvcnkyNjMzNzMyMg==,rancher,rancher/rancher,18844
350,MDEwOlJlcG9zaXRvcnkyMjM5NDM1Nw==,osquery,osquery/osquery,18789
351,MDEwOlJlcG9zaXRvcnk2MDI0MzE5Nw==,server,nextcloud/server,18781
352,MDEwOlJlcG9zaXRvcnk0MDQ4NDM5OA==,discord.js,discordjs/discord.js,18752
353,MDEwOlJlcG9zaXRvcnk3MTkzOTg3Mg==,blueprint,palantir/blueprint,18701
354,MDEwOlJlcG9zaXRvcnkxMTAzNjA3,jenkins,jenkinsci/jenkins,18673
355,MDEwOlJlcG9zaXRvcnk0Mjc5Njgy,fish-shell,fish-shell/fish-shell,18661
356,MDEwOlJlcG9zaXRvcnk3NDY2MDY0Mg==,taichi,taichi-dev/taichi,18633
357,MDEwOlJlcG9zaXRvcnkzODMwNzQyOA==,graphql-js,graphql/graphql-js,18640
358,MDEwOlJlcG9zaXRvcnk0NDE1MDQ5Nw==,remote-jobs,remoteintech/remote-jobs,18550
359,MDEwOlJlcG9zaXRvcnkyMDQwODY4NjI=,streamlit,streamlit/streamlit,18525
360,MDEwOlJlcG9zaXRvcnkyMDU4NzU5OQ==,flink,apache/flink,18497
361,MDEwOlJlcG9zaXRvcnkxOTM3NDgxMg==,tdesktop,telegramdesktop/tdesktop,18484
362,MDEwOlJlcG9zaXRvcnk0MTg4OTAzMQ==,NewPipe,TeamNewPipe/NewPipe,18501
363,MDEwOlJlcG9zaXRvcnkyMDc3Mzc3Mw==,bazel,bazelbuild/bazel,18394
364,MDEwOlJlcG9zaXRvcnk0NDgwNDU=,phpunit,sebastianbergmann/phpunit,18315
365,MDEwOlJlcG9zaXRvcnkyMTQ4NDc4MQ==,jumpserver,jumpserver/jumpserver,18241
366,MDEwOlJlcG9zaXRvcnk2MjAxMDky,mpv,mpv-player/mpv,18248
367,MDEwOlJlcG9zaXRvcnkxOTk5NDI1Nw==,delve,go-delve/delve,18223
368,MDEwOlJlcG9zaXRvcnkyMjM0MTAy,CodeIgniter,bcit-ci/CodeIgniter,18185
369,MDEwOlJlcG9zaXRvcnkxODYwMjQyOTg=,nushell,nushell/nushell,18168
370,MDEwOlJlcG9zaXRvcnkzODY5NjkyNQ==,python-telegram-bot,python-telegram-bot/python-telegram-bot,18143
371,MDEwOlJlcG9zaXRvcnkzMTUyMjA0MQ==,vnpy,vnpy/vnpy,18114
372,MDEwOlJlcG9zaXRvcnk3NjM0Njc3,openssl,openssl/openssl,18069
373,MDEwOlJlcG9zaXRvcnkxOTYzNTM2NzM=,TDengine,taosdata/TDengine,18037
374,MDEwOlJlcG9zaXRvcnk3NzM1ODI2Mw==,SpaceVim,SpaceVim/SpaceVim,17999
375,MDEwOlJlcG9zaXRvcnkyOTIxNzA1NA==,go-micro,asim/go-micro,17989
376,MDEwOlJlcG9zaXRvcnkxNzg2MjY3MjA=,pytorch-lightning,PyTorchLightning/pytorch-lightning,17924
377,MDEwOlJlcG9zaXRvcnkyNjI5NTM0NQ==,corefx,dotnet/corefx,17906
378,MDEwOlJlcG9zaXRvcnk2NTcxMTUyMg==,Paddle,PaddlePaddle/Paddle,17897
379,MDEwOlJlcG9zaXRvcnkxNjA4OTAzNQ==,wekan,wekan/wekan,17892
380,MDEwOlJlcG9zaXRvcnkxNTIyNTY3MA==,jitsi-meet,jitsi/jitsi-meet,17864
381,MDEwOlJlcG9zaXRvcnk1MzY1ODgwMg==,weex,alibaba/weex,17849
382,MDEwOlJlcG9zaXRvcnk0MTM0OTAzOQ==,dgraph,dgraph-io/dgraph,17865
383,MDEwOlJlcG9zaXRvcnk2MTQyMTI1Nw==,egg,eggjs/egg,17845
384,MDEwOlJlcG9zaXRvcnkxNjA3MjU4NQ==,phoenix,phoenixframework/phoenix,17780
385,MDEwOlJlcG9zaXRvcnkxOTk1MzA0NA==,flatbuffers,google/flatbuffers,17690
386,MDEwOlJlcG9zaXRvcnkxMDc1MDU4Njk=,firecracker,firecracker-microvm/firecracker,17698
387,MDEwOlJlcG9zaXRvcnk1ODE1NzYyOQ==,magenta,magenta/magenta,17525
388,MDEwOlJlcG9zaXRvcnk1MTc2OTY4OQ==,refined-github,refined-github/refined-github,17490
389,MDEwOlJlcG9zaXRvcnk1MjYzMDYxNg==,apollo-client,apollographql/apollo-client,17500
390,MDEwOlJlcG9zaXRvcnkxOTI2MzIwMDA=,dapr,dapr/dapr,17478
391,MDEwOlJlcG9zaXRvcnk1NjMxNTcxNQ==,NativeBase,GeekyAnts/NativeBase,17408
392,MDEwOlJlcG9zaXRvcnkyNjc4NDgyNw==,core,dotnet/core,17402
393,MDEwOlJlcG9zaXRvcnkyNTQyNzgxNw==,react-dnd,react-dnd/react-dnd,17403
394,MDEwOlJlcG9zaXRvcnkyNDE4MDU1OTI=,tools,rome/tools,17398
395,MDEwOlJlcG9zaXRvcnkzMjEyNzg=,npm,npm/npm,17384
396,MDEwOlJlcG9zaXRvcnk2ODg3ODEz,crystal,crystal-lang/crystal,17380
397,MDEwOlJlcG9zaXRvcnk4MDI4NjI4OA==,Tasmota,arendst/Tasmota,17377
398,MDEwOlJlcG9zaXRvcnkxNTcxNjY3NTA=,lens,lensapp/lens,17337
399,MDEwOlJlcG9zaXRvcnk1MzI2NjEzOQ==,BoostNote-Legacy,BoostIO/BoostNote-Legacy,17331
400,MDEwOlJlcG9zaXRvcnk1MTMzOTQ5,swoole-src,swoole/swoole-src,17336
401,MDEwOlJlcG9zaXRvcnk3ODMzMTY4,kibana,elastic/kibana,17277
402,MDEwOlJlcG9zaXRvcnk4NDI0MDQw,p5.js,processing/p5.js,17249
403,MDEwOlJlcG9zaXRvcnk0NTU2MDA=,hhvm,facebook/hhvm,17224
404,MDEwOlJlcG9zaXRvcnk0Nzg1ODQ=,jsdom,jsdom/jsdom,17208
405,MDEwOlJlcG9zaXRvcnk3NTQyNTA3Mw==,rxdb,pubkey/rxdb,17198
406,MDEwOlJlcG9zaXRvcnkxNjUwNDE3MzI=,kratos,go-kratos/kratos,17200
407,MDEwOlJlcG9zaXRvcnk2NDcwMDkzNA==,openzeppelin-contracts,OpenZeppelin/openzeppelin-contracts,17159
